%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w,field.transforms1.header.seq,field.transforms1.header.stamp,field.transforms1.header.frame_id,field.transforms1.child_frame_id,field.transforms1.transform.translation.x,field.transforms1.transform.translation.y,field.transforms1.transform.translation.z,field.transforms1.transform.rotation.x,field.transforms1.transform.rotation.y,field.transforms1.transform.rotation.z,field.transforms1.transform.rotation.w,field.transforms2.header.seq,field.transforms2.header.stamp,field.transforms2.header.frame_id,field.transforms2.child_frame_id,field.transforms2.transform.translation.x,field.transforms2.transform.translation.y,field.transforms2.transform.translation.z,field.transforms2.transform.rotation.x,field.transforms2.transform.rotation.y,field.transforms2.transform.rotation.z,field.transforms2.transform.rotation.w,field.transforms3.header.seq,field.transforms3.header.stamp,field.transforms3.header.frame_id,field.transforms3.child_frame_id,field.transforms3.transform.translation.x,field.transforms3.transform.translation.y,field.transforms3.transform.translation.z,field.transforms3.transform.rotation.x,field.transforms3.transform.rotation.y,field.transforms3.transform.rotation.z,field.transforms3.transform.rotation.w,field.transforms4.header.seq,field.transforms4.header.stamp,field.transforms4.header.frame_id,field.transforms4.child_frame_id,field.transforms4.transform.translation.x,field.transforms4.transform.translation.y,field.transforms4.transform.translation.z,field.transforms4.transform.rotation.x,field.transforms4.transform.rotation.y,field.transforms4.transform.rotation.z,field.transforms4.transform.rotation.w,field.transforms5.header.seq,field.transforms5.header.stamp,field.transforms5.header.frame_id,field.transforms5.child_frame_id,field.transforms5.transform.translation.x,field.transforms5.transform.translation.y,field.transforms5.transform.translation.z,field.transforms5.transform.rotation.x,field.transforms5.transform.rotation.y,field.transforms5.transform.rotation.z,field.transforms5.transform.rotation.w
1620834190755480943,0,1620834190754061347,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.178300399311,0.983976101135,0,1620834190754061347,link_1,link_2,0.35,0.0,0.0,0.0,-0.429199915764,0.0,0.903209517392,0,1620834190754061347,link_2,link_3,1.15,0.0,0.0,0.0,0.865385771121,0.0,0.501106243367,0,1620834190754061347,link_3,link_4,1.0,0.0,-0.041,-0.190377500329,0.0,0.0,0.981710959177,0,1620834190754061347,link_4,link_5,0.0,0.0,0.0,0.0,-0.57663398996,0.0,0.817002595849,0,1620834190754061347,link_5,link_6,0.0,0.0,0.0,0.066778114829,0.0,0.0,0.997767850444
1620834190842618137,0,1620834190841764959,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.178369454008,0.983963585646,0,1620834190841764959,link_1,link_2,0.35,0.0,0.0,0.0,-0.429192222927,0.0,0.903213172944,0,1620834190841764959,link_2,link_3,1.15,0.0,0.0,0.0,0.865359912556,0.0,0.501150897177,0,1620834190841764959,link_3,link_4,1.0,0.0,-0.041,-0.19045884376,0.0,0.0,0.981695181221,0,1620834190841764959,link_4,link_5,0.0,0.0,0.0,0.0,-0.576621149312,0.0,0.817011658525,0,1620834190841764959,link_5,link_6,0.0,0.0,0.0,0.0668072576887,0.0,0.0,0.997765899558
1620834190924735088,0,1620834190923636513,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.178439581152,0.983950870663,0,1620834190923636513,link_1,link_2,0.35,0.0,0.0,0.0,-0.429183623621,0.0,0.903217259144,0,1620834190923636513,link_2,link_3,1.15,0.0,0.0,0.0,0.8653387928,0.0,0.501187363842,0,1620834190923636513,link_3,link_4,1.0,0.0,-0.041,-0.19054818724,0.0,0.0,0.98167784346,0,1620834190923636513,link_4,link_5,0.0,0.0,0.0,0.0,-0.576606953849,0.0,0.817021677052,0,1620834190923636513,link_5,link_6,0.0,0.0,0.0,0.0668454123714,0.0,0.0,0.997763344108
1620834191008410508,0,1620834191007232074,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.178511708038,0.983937787715,0,1620834191007232074,link_1,link_2,0.35,0.0,0.0,0.0,-0.429172888229,0.0,0.903222360224,0,1620834191007232074,link_2,link_3,1.15,0.0,0.0,0.0,0.86531633306,0.0,0.50122614032,0,1620834191007232074,link_3,link_4,1.0,0.0,-0.041,-0.190638934065,0.0,0.0,0.981660224731,0,1620834191007232074,link_4,link_5,0.0,0.0,0.0,0.0,-0.576585899184,0.0,0.817036535819,0,1620834191007232074,link_5,link_6,0.0,0.0,0.0,0.0668960006977,0.0,0.0,0.997759953641
1620834191096713415,0,1620834191095490960,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.178583078366,0.983924836622,0,1620834191095490960,link_1,link_2,0.35,0.0,0.0,0.0,-0.429161616789,0.0,0.903227715847,0,1620834191095490960,link_2,link_3,1.15,0.0,0.0,0.0,0.865293775346,0.0,0.501265081915,0,1620834191095490960,link_3,link_4,1.0,0.0,-0.041,-0.190729619295,0.0,0.0,0.981642609265,0,1620834191095490960,link_4,link_5,0.0,0.0,0.0,0.0,-0.576558976033,0.0,0.817055534928,0,1620834191095490960,link_5,link_6,0.0,0.0,0.0,0.0669621483754,0.0,0.0,0.997755516489
1620834191175274089,0,1620834191174076842,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.178652653226,0.983912206193,0,1620834191174076842,link_1,link_2,0.35,0.0,0.0,0.0,-0.429149675296,0.0,0.903233389658,0,1620834191174076842,link_2,link_3,1.15,0.0,0.0,0.0,0.865269142263,0.0,0.501307601626,0,1620834191174076842,link_3,link_4,1.0,0.0,-0.041,-0.19081536871,0.0,0.0,0.981625944576,0,1620834191174076842,link_4,link_5,0.0,0.0,0.0,0.0,-0.576534932902,0.0,0.817072500543,0,1620834191174076842,link_5,link_6,0.0,0.0,0.0,0.0670131716562,0.0,0.0,0.997752090865
1620834191264904084,0,1620834191263554681,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.1787246399,0.98389913258,0,1620834191263554681,link_1,link_2,0.35,0.0,0.0,0.0,-0.429135093174,0.0,0.903240317859,0,1620834191263554681,link_2,link_3,1.15,0.0,0.0,0.0,0.865246878388,0.0,0.50134602765,0,1620834191263554681,link_3,link_4,1.0,0.0,-0.041,-0.190891770982,0.0,0.0,0.981611089878,0,1620834191263554681,link_4,link_5,0.0,0.0,0.0,0.0,-0.576508272393,0.0,0.817091311826,0,1620834191263554681,link_5,link_6,0.0,0.0,0.0,0.0670692361137,0.0,0.0,0.997748323761
1620834191343086888,0,1620834191342035441,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.178795878632,0.983886189447,0,1620834191342035441,link_1,link_2,0.35,0.0,0.0,0.0,-0.429122103167,0.0,0.903246489378,0,1620834191342035441,link_2,link_3,1.15,0.0,0.0,0.0,0.865227553063,0.0,0.501379378734,0,1620834191342035441,link_3,link_4,1.0,0.0,-0.041,-0.190970733345,0.0,0.0,0.981595730943,0,1620834191342035441,link_4,link_5,0.0,0.0,0.0,0.0,-0.576484285254,0.0,0.817108235704,0,1620834191342035441,link_5,link_6,0.0,0.0,0.0,0.0671226360282,0.0,0.0,0.997744732751
1620834191428832644,0,1620834191427530163,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.17886395681,0.983873815565,0,1620834191427530163,link_1,link_2,0.35,0.0,0.0,0.0,-0.429109231307,0.0,0.903252604539,0,1620834191427530163,link_2,link_3,1.15,0.0,0.0,0.0,0.865206056122,0.0,0.501416474051,0,1620834191427530163,link_3,link_4,1.0,0.0,-0.041,-0.191060787306,0.0,0.0,0.98157820654,0,1620834191427530163,link_4,link_5,0.0,0.0,0.0,0.0,-0.57646257233,0.0,0.817123554123,0,1620834191427530163,link_5,link_6,0.0,0.0,0.0,0.0671737545336,0.0,0.0,0.997741292471
1620834191512332235,0,1620834191511251500,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.178935279567,0.983860846729,0,1620834191511251500,link_1,link_2,0.35,0.0,0.0,0.0,-0.429099307382,0.0,0.903257319043,0,1620834191511251500,link_2,link_3,1.15,0.0,0.0,0.0,0.865182185784,0.0,0.501457660627,0,1620834191511251500,link_3,link_4,1.0,0.0,-0.041,-0.191137100205,0.0,0.0,0.98156334942,0,1620834191511251500,link_4,link_5,0.0,0.0,0.0,0.0,-0.576443918142,0.0,0.817136713921,0,1620834191511251500,link_5,link_6,0.0,0.0,0.0,0.0672155303504,0.0,0.0,0.997738479001
1620834191592941570,0,1620834191592102710,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179008000852,0.983847618095,0,1620834191592102710,link_1,link_2,0.35,0.0,0.0,0.0,-0.429090739186,0.0,0.90326138938,0,1620834191592102710,link_2,link_3,1.15,0.0,0.0,0.0,0.865156077136,0.0,0.501502704076,0,1620834191592102710,link_3,link_4,1.0,0.0,-0.041,-0.191227253982,0.0,0.0,0.981545789729,0,1620834191592102710,link_4,link_5,0.0,0.0,0.0,0.0,-0.576427702446,0.0,0.81714815294,0,1620834191592102710,link_5,link_6,0.0,0.0,0.0,0.0672571493253,0.0,0.0,0.997735674347
1620834191693907847,0,1620834191692645467,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179078351539,0.983834815409,0,1620834191692645467,link_1,link_2,0.35,0.0,0.0,0.0,-0.429080216096,0.0,0.903266388257,0,1620834191692645467,link_2,link_3,1.15,0.0,0.0,0.0,0.86513186568,0.0,0.501544469599,0,1620834191692645467,link_3,link_4,1.0,0.0,-0.041,-0.191316849392,0.0,0.0,0.981528330278,0,1620834191692645467,link_4,link_5,0.0,0.0,0.0,0.0,-0.576406808536,0.0,0.817162891395,0,1620834191692645467,link_5,link_6,0.0,0.0,0.0,0.0673101219267,0.0,0.0,0.997732102063
1620834191786825485,0,1620834191786089314,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.1791623436,0.983819523407,0,1620834191786089314,link_1,link_2,0.35,0.0,0.0,0.0,-0.42906780114,0.0,0.903272285651,0,1620834191786089314,link_2,link_3,1.15,0.0,0.0,0.0,0.865107288903,0.0,0.501586860561,0,1620834191786089314,link_3,link_4,1.0,0.0,-0.041,-0.191393783681,0.0,0.0,0.981513331325,0,1620834191786089314,link_4,link_5,0.0,0.0,0.0,0.0,-0.576385265309,0.0,0.817178087038,0,1620834191786089314,link_5,link_6,0.0,0.0,0.0,0.0673652449237,0.0,0.0,0.997728381763
1620834191889861119,0,1620834191888667960,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179240908435,0.983805212805,0,1620834191888667960,link_1,link_2,0.35,0.0,0.0,0.0,-0.429051594573,0.0,0.903279983833,0,1620834191888667960,link_2,link_3,1.15,0.0,0.0,0.0,0.865080604443,0.0,0.501632881514,0,1620834191888667960,link_3,link_4,1.0,0.0,-0.041,-0.191486802192,0.0,0.0,0.981495188264,0,1620834191888667960,link_4,link_5,0.0,0.0,0.0,0.0,-0.576364263663,0.0,0.817192899854,0,1620834191888667960,link_5,link_6,0.0,0.0,0.0,0.0674144558034,0.0,0.0,0.997725057894
1620834191979220552,0,1620834191977922899,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179324125302,0.983790047767,0,1620834191977922899,link_1,link_2,0.35,0.0,0.0,0.0,-0.429036980168,0.0,0.903286925428,0,1620834191977922899,link_2,link_3,1.15,0.0,0.0,0.0,0.865055957665,0.0,0.501675383199,0,1620834191977922899,link_3,link_4,1.0,0.0,-0.041,-0.19157205052,0.0,0.0,0.981478552725,0,1620834191977922899,link_4,link_5,0.0,0.0,0.0,0.0,-0.576346798847,0.0,0.817205217469,0,1620834191977922899,link_5,link_6,0.0,0.0,0.0,0.0674573192863,0.0,0.0,0.997722160762
1620834192080674511,0,1620834192079589007,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179400550102,0.983776114074,0,1620834192079589007,link_1,link_2,0.35,0.0,0.0,0.0,-0.429025550269,0.0,0.903292354234,0,1620834192079589007,link_2,link_3,1.15,0.0,0.0,0.0,0.865027595964,0.0,0.501724285062,0,1620834192079589007,link_3,link_4,1.0,0.0,-0.041,-0.191674983831,0.0,0.0,0.981458455857,0,1620834192079589007,link_4,link_5,0.0,0.0,0.0,0.0,-0.576326124558,0.0,0.817219797944,0,1620834192079589007,link_5,link_6,0.0,0.0,0.0,0.067499355504,0.0,0.0,0.997719317748
1620834192165799676,0,1620834192164687284,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179483601392,0.983760965292,0,1620834192164687284,link_1,link_2,0.35,0.0,0.0,0.0,-0.429015775679,0.0,0.903296996684,0,1620834192164687284,link_2,link_3,1.15,0.0,0.0,0.0,0.865005217253,0.0,0.501762866427,0,1620834192164687284,link_3,link_4,1.0,0.0,-0.041,-0.191762866893,0.0,0.0,0.981441288555,0,1620834192164687284,link_4,link_5,0.0,0.0,0.0,0.0,-0.576308495138,0.0,0.817232230417,0,1620834192164687284,link_5,link_6,0.0,0.0,0.0,0.0675381265821,0.0,0.0,0.997716693986
1620834192252998873,0,1620834192252156946,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179553113154,0.983748280586,0,1620834192252156946,link_1,link_2,0.35,0.0,0.0,0.0,-0.429005015691,0.0,0.903302107001,0,1620834192252156946,link_2,link_3,1.15,0.0,0.0,0.0,0.864984133015,0.0,0.501799212467,0,1620834192252156946,link_3,link_4,1.0,0.0,-0.041,-0.191837593266,0.0,0.0,0.981426684888,0,1620834192252156946,link_4,link_5,0.0,0.0,0.0,0.0,-0.576290808396,0.0,0.817244702741,0,1620834192252156946,link_5,link_6,0.0,0.0,0.0,0.0675814511604,0.0,0.0,0.997713760284
1620834192339433266,0,1620834192338043253,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179634144692,0.983733487313,0,1620834192338043253,link_1,link_2,0.35,0.0,0.0,0.0,-0.42899156759,0.0,0.903308493781,0,1620834192338043253,link_2,link_3,1.15,0.0,0.0,0.0,0.864958343799,0.0,0.501843664394,0,1620834192338043253,link_3,link_4,1.0,0.0,-0.041,-0.191919641114,0.0,0.0,0.981410643592,0,1620834192338043253,link_4,link_5,0.0,0.0,0.0,0.0,-0.576271495306,0.0,0.817258321278,0,1620834192338043253,link_5,link_6,0.0,0.0,0.0,0.067624914918,0.0,0.0,0.997710815258
1620834192426039396,0,1620834192424674056,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179705929426,0.983720376392,0,1620834192424674056,link_1,link_2,0.35,0.0,0.0,0.0,-0.428980027057,0.0,0.903313974422,0,1620834192424674056,link_2,link_3,1.15,0.0,0.0,0.0,0.864933349421,0.0,0.501886741267,0,1620834192424674056,link_3,link_4,1.0,0.0,-0.041,-0.192000163178,0.0,0.0,0.981394893679,0,1620834192424674056,link_4,link_5,0.0,0.0,0.0,0.0,-0.576253265964,0.0,0.817271174988,0,1620834192424674056,link_5,link_6,0.0,0.0,0.0,0.0676668461778,0.0,0.0,0.997707972269
1620834192513083873,0,1620834192511627304,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179775850374,0.983707600673,0,1620834192511627304,link_1,link_2,0.35,0.0,0.0,0.0,-0.428968179019,0.0,0.90331960091,0,1620834192511627304,link_2,link_3,1.15,0.0,0.0,0.0,0.864907652071,0.0,0.501931024533,0,1620834192511627304,link_3,link_4,1.0,0.0,-0.041,-0.192083518681,0.0,0.0,0.981378582327,0,1620834192511627304,link_4,link_5,0.0,0.0,0.0,0.0,-0.576234330252,0.0,0.817284526122,0,1620834192511627304,link_5,link_6,0.0,0.0,0.0,0.0677105447619,0.0,0.0,0.997705007569
1620834192589274304,0,1620834192588083571,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179845006406,0.983694959665,0,1620834192588083571,link_1,link_2,0.35,0.0,0.0,0.0,-0.428956866951,0.0,0.903324972695,0,1620834192588083571,link_2,link_3,1.15,0.0,0.0,0.0,0.864889337986,0.0,0.501962581313,0,1620834192588083571,link_3,link_4,1.0,0.0,-0.041,-0.192165014411,0.0,0.0,0.981362627797,0,1620834192588083571,link_4,link_5,0.0,0.0,0.0,0.0,-0.576218275665,0.0,0.817295845328,0,1620834192588083571,link_5,link_6,0.0,0.0,0.0,0.06774771327,0.0,0.0,0.997702484384
1620834192670770334,0,1620834192669774143,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179905723227,0.983683857116,0,1620834192669774143,link_1,link_2,0.35,0.0,0.0,0.0,-0.428947754184,0.0,0.903329299968,0,1620834192669774143,link_2,link_3,1.15,0.0,0.0,0.0,0.864869082081,0.0,0.50199748093,0,1620834192669774143,link_3,link_4,1.0,0.0,-0.041,-0.192235966686,0.0,0.0,0.981348731651,0,1620834192669774143,link_4,link_5,0.0,0.0,0.0,0.0,-0.576201685929,0.0,0.817307541341,0,1620834192669774143,link_5,link_6,0.0,0.0,0.0,0.0677865098135,0.0,0.0,0.997699849197
1620834192758928357,0,1620834192758024132,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.179988809648,0.983668657832,0,1620834192758024132,link_1,link_2,0.35,0.0,0.0,0.0,-0.428935700985,0.0,0.903335023355,0,1620834192758024132,link_2,link_3,1.15,0.0,0.0,0.0,0.864842244344,0.0,0.502043715625,0,1620834192758024132,link_3,link_4,1.0,0.0,-0.041,-0.192322769454,0.0,0.0,0.981331723909,0,1620834192758024132,link_4,link_5,0.0,0.0,0.0,0.0,-0.576180566837,0.0,0.817322429889,0,1620834192758024132,link_5,link_6,0.0,0.0,0.0,0.0678318884052,0.0,0.0,0.997696765012
1620834192849542739,0,1620834192848649895,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.180058314886,0.98365593743,0,1620834192848649895,link_1,link_2,0.35,0.0,0.0,0.0,-0.428924869595,0.0,0.903340166406,0,1620834192848649895,link_2,link_3,1.15,0.0,0.0,0.0,0.864816503904,0.0,0.502088054603,0,1620834192848649895,link_3,link_4,1.0,0.0,-0.041,-0.192393573913,0.0,0.0,0.981317844899,0,1620834192848649895,link_4,link_5,0.0,0.0,0.0,0.0,-0.576160381732,0.0,0.817336659231,0,1620834192848649895,link_5,link_6,0.0,0.0,0.0,0.0678773278023,0.0,0.0,0.997693674617
1620834192927137449,0,1620834192925973091,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.180129098227,0.9836429779,0,1620834192925973091,link_1,link_2,0.35,0.0,0.0,0.0,-0.428913533621,0.0,0.903345548878,0,1620834192925973091,link_2,link_3,1.15,0.0,0.0,0.0,0.864794775014,0.0,0.502125479446,0,1620834192925973091,link_3,link_4,1.0,0.0,-0.041,-0.192472255777,0.0,0.0,0.981302415546,0,1620834192925973091,link_4,link_5,0.0,0.0,0.0,0.0,-0.5761426428,0.0,0.817349163545,0,1620834192925973091,link_5,link_6,0.0,0.0,0.0,0.0679131028484,0.0,0.0,0.997691240044
1620834193012387642,0,1620834193011222933,base_link,link_1,0.0,0.0,0.675,0.0,0.0,-0.180201245459,0.983629763242,0,1620834193011222933,link_1,link_2,0.35,0.0,0.0,0.0,-0.428899793193,0.0,0.903352072782,0,1620834193011222933,link_2,link_3,1.15,0.0,0.0,0.0,0.864773679922,0.0,0.502161809096,0,1620834193011222933,link_3,link_4,1.0,0.0,-0.041,-0.192549086721,0.0,0.0,0.981287342832,0,1620834193011222933,link_4,link_5,0.0,0.0,0.0,0.0,-0.576125880794,0.0,0.817360978686,0,1620834193011222933,link_5,link_6,0.0,0.0,0.0,0.0679488516878,0.0,0.0,0.997688805968
